,userid,version,sum_gamerounds,retention_1,retention_7,gameround_group
26014,2897931,gate_30,86,True,False,F
26015,2898244,gate_40,123,True,True,J
26017,2898633,gate_30,41,True,False,B
26021,2899054,gate_30,105,True,True,H
26024,2900239,gate_30,48,False,True,B
26031,2901718,gate_40,52,False,True,C
26033,2901742,gate_30,114,True,False,I
26034,2901902,gate_30,190,True,True,H
26037,2902050,gate_30,176,True,True,O
26039,2902157,gate_30,39,True,False,A
26043,2902613,gate_40,155,False,True,M
26044,2902676,gate_30,31,True,False,A
26047,2902988,gate_40,85,True,False,F
26049,2903070,gate_30,37,False,False,A
26052,2903175,gate_40,59,True,False,C
26054,2903280,gate_30,43,True,False,B
26055,2904026,gate_30,49,False,True,B
26056,2904100,gate_30,37,False,False,A
26063,2905658,gate_40,128,True,False,J
26064,2905819,gate_30,59,False,True,C
26067,2906275,gate_30,52,True,True,C
26068,2906277,gate_30,57,True,True,C
26069,2906338,gate_30,46,False,False,B
26072,2906525,gate_30,77,False,False,E
26073,2906884,gate_40,132,True,False,K
26076,2907241,gate_40,50,True,False,C
26081,2907566,gate_30,35,True,True,A
26083,2907882,gate_30,91,True,True,G
26087,2908277,gate_30,179,True,True,O
26088,2908382,gate_30,34,False,True,A
26091,2908587,gate_30,125,True,False,J
26095,2908916,gate_40,45,True,False,B
26097,2909011,gate_30,78,True,True,E
26103,2909682,gate_30,71,False,True,E
26111,2910672,gate_30,34,True,False,A
26125,2911917,gate_40,149,True,True,L
26129,2912320,gate_30,87,True,False,F
26130,2912391,gate_30,70,True,True,E
26133,2913185,gate_40,59,True,False,C
26136,2913258,gate_30,33,False,False,A
26138,2913359,gate_30,47,False,False,B
26139,2913381,gate_30,98,False,False,G
26140,2913402,gate_40,102,True,True,H
26146,2914172,gate_40,61,True,False,D
26151,2914581,gate_40,184,True,True,P
26152,2914632,gate_30,32,True,False,A
26155,2914679,gate_30,33,False,False,A
26157,2914819,gate_30,35,True,False,A
26162,2915232,gate_30,45,True,False,B
26165,2915789,gate_30,40,True,False,B
26166,2915828,gate_30,83,True,False,F
26172,2916417,gate_40,77,False,False,E
26175,2916990,gate_30,70,True,False,E
26179,2917371,gate_40,44,False,False,B
26181,2917590,gate_40,119,True,False,I
26183,2918003,gate_40,77,True,True,E
26186,2918061,gate_30,94,True,True,G
26187,2918073,gate_30,96,True,False,G
26190,2918104,gate_40,62,False,False,D
26198,2919201,gate_30,52,True,False,C
26201,2919365,gate_30,71,True,True,E
26202,2919475,gate_40,41,False,False,B
26203,2919489,gate_30,164,True,False,N
26208,2919978,gate_30,76,True,False,E
26211,2920168,gate_30,164,True,True,N
26217,2921123,gate_30,110,True,False,I
26218,2921494,gate_40,50,True,False,C
26223,2921698,gate_40,49,True,False,B
26224,2922207,gate_30,58,True,False,C
26226,2922425,gate_30,76,True,True,E
26227,2922473,gate_40,80,True,False,F
26237,2923616,gate_40,81,False,True,F
26238,2923671,gate_30,33,True,False,A
26240,2923862,gate_30,47,True,False,B
26245,2924234,gate_30,37,True,False,A
26250,2924719,gate_30,87,True,True,F
26253,2925115,gate_40,101,True,False,H
26254,2925146,gate_30,59,True,True,C
26269,2927120,gate_30,111,False,False,I
26271,2927165,gate_40,55,True,False,C
26273,2927280,gate_30,43,True,False,B
26274,2927376,gate_40,56,True,True,C
26275,2927417,gate_40,88,True,False,F
26276,2927492,gate_30,162,True,True,N
26279,2927887,gate_40,81,False,False,F
26282,2928033,gate_40,42,False,False,B
26283,2928108,gate_30,65,True,False,D
26284,2928115,gate_30,74,True,False,E
26288,2928630,gate_30,54,False,False,C
26291,2928667,gate_30,37,False,False,A
26295,2928738,gate_40,53,True,False,C
26296,2928937,gate_40,74,True,False,E
26297,2928938,gate_30,42,True,False,B
26304,2929770,gate_40,46,True,False,B
26306,2930111,gate_30,61,True,True,D
26314,2930575,gate_40,122,True,True,J
26315,2931185,gate_40,162,True,True,N
26316,2931200,gate_40,40,True,True,B
26319,2931495,gate_40,62,True,False,D
26321,2931720,gate_30,35,True,False,A
26327,2932268,gate_30,61,True,False,D
26332,2932783,gate_30,36,False,True,A
26337,2933171,gate_30,174,True,True,O
26340,2933292,gate_30,45,True,False,B
26341,2933613,gate_40,95,True,True,G
26343,2933655,gate_40,58,True,False,C
26346,2933870,gate_30,43,False,True,B
26362,2936306,gate_40,81,True,False,F
26370,2937313,gate_30,41,False,True,B
26373,2937674,gate_30,146,True,False,L
26377,2937962,gate_40,54,True,False,C
26380,2938386,gate_30,90,True,False,G
26381,2938420,gate_30,63,True,False,D
26382,2938510,gate_30,63,True,True,D
26388,2939199,gate_30,60,True,False,D
26390,2939830,gate_30,133,True,True,K
26396,2940444,gate_30,47,True,False,B
26400,2940918,gate_30,74,False,False,E
26402,2940976,gate_40,84,True,False,F
26408,2941418,gate_40,47,True,False,B
26409,2941424,gate_30,131,True,True,K
26415,2942022,gate_40,67,True,False,D
26417,2942276,gate_30,41,True,False,B
26428,2943172,gate_30,59,True,True,C
26429,2943200,gate_40,51,False,False,C
26430,2943556,gate_30,34,True,False,A
26436,2944566,gate_30,41,False,False,B
26439,2944647,gate_40,59,True,False,C
26443,2944932,gate_40,156,True,True,M
26446,2945256,gate_40,85,True,False,F
26448,2945710,gate_30,33,False,False,A
26452,2945975,gate_40,91,True,False,G
26453,2946044,gate_40,64,True,False,D
26457,2946210,gate_30,68,True,False,D
26465,2946814,gate_30,49,True,False,B
26468,2947009,gate_30,96,True,True,G
26471,2947185,gate_40,147,True,True,L
26474,2947642,gate_30,101,True,False,H
26480,2948682,gate_40,153,True,True,M
26481,2948848,gate_40,59,True,False,C
26482,2948888,gate_40,46,True,False,B
26485,2949005,gate_30,37,True,False,A
26488,2949109,gate_30,95,True,False,G
26490,2949345,gate_30,53,True,True,C
26492,2949742,gate_40,173,True,True,O
26493,2949863,gate_40,96,True,False,G
26495,2950178,gate_30,43,True,False,B
26498,2950684,gate_40,56,True,True,C
26499,2950701,gate_40,43,False,True,B
26504,2951258,gate_30,142,True,False,L
26506,2951749,gate_40,90,True,False,G
26508,2952099,gate_30,177,True,True,O
26513,2952468,gate_40,101,True,False,H
26520,2953675,gate_40,64,True,True,D
26521,2953783,gate_40,74,True,False,E
26533,2955338,gate_30,56,True,True,C
26538,2956268,gate_30,76,True,False,E
26539,2956357,gate_40,42,False,False,B
26541,2956408,gate_40,56,False,False,C
26547,2957021,gate_40,138,True,False,K
26548,2957274,gate_40,41,True,False,B
26550,2957374,gate_40,54,False,False,C
26561,2958608,gate_30,159,True,True,M
26562,2958727,gate_30,70,False,True,E
26567,2959161,gate_40,71,True,False,E
26571,2959438,gate_30,43,False,True,B
26572,2959729,gate_30,64,True,False,D
26573,2959852,gate_30,39,True,False,A
26574,2959858,gate_40,68,True,False,D
26577,2960756,gate_40,42,False,False,B
26580,2961076,gate_40,79,True,False,E
26584,2961712,gate_40,91,True,False,G
26592,2962341,gate_30,33,True,True,A
26594,2962480,gate_40,91,True,False,G
26596,2962562,gate_30,74,False,True,E
26597,2962570,gate_40,83,True,True,F
26604,2963726,gate_40,97,True,False,G
26606,2963845,gate_30,33,False,False,A
26608,2964089,gate_40,61,True,False,D
26610,2964474,gate_30,139,True,True,K
26613,2964644,gate_30,49,True,False,B
26617,2964824,gate_30,43,False,False,B
26621,2965650,gate_40,87,True,True,F
26625,2966127,gate_40,60,False,False,D
26627,2966401,gate_30,74,False,False,E
26630,2966714,gate_30,43,False,False,B
26642,2968292,gate_30,36,True,False,A
26643,2968555,gate_40,50,False,False,C
26645,2968639,gate_30,34,False,False,A
26647,2968802,gate_30,107,True,False,H
26649,2968953,gate_40,57,True,False,C
26652,2969183,gate_30,66,True,False,D
26657,2969722,gate_30,33,False,False,A
26661,2969854,gate_30,65,True,False,D
26662,2969918,gate_40,131,False,True,K
26663,2970528,gate_30,86,True,True,F
26681,2973256,gate_40,41,True,False,B
26682,2973438,gate_40,60,True,True,D
26684,2974009,gate_40,42,True,False,B
26695,2974899,gate_40,43,True,False,B
26696,2974921,gate_40,144,False,True,L
26697,2975043,gate_40,183,False,True,P
26704,2975904,gate_40,65,True,False,D
26708,2976239,gate_40,82,False,False,F
26709,2976350,gate_30,52,True,False,C
26710,2976361,gate_40,83,True,False,F
26712,2976446,gate_40,69,True,False,D
26714,2976635,gate_30,161,True,True,N
26718,2977658,gate_30,114,True,False,I
26724,2978144,gate_40,157,True,True,M
26727,2978263,gate_40,97,False,False,G
26729,2978492,gate_30,131,True,False,K
26730,2978516,gate_30,35,True,False,A
26731,2978554,gate_30,79,True,False,E
26735,2978881,gate_30,74,True,False,E
26736,2978932,gate_40,46,False,False,B
26744,2979474,gate_40,57,False,False,C
26748,2979873,gate_30,67,True,False,D
26749,2980356,gate_30,41,True,False,B
26752,2980821,gate_40,42,False,True,B
26759,2981429,gate_40,143,True,True,L
26764,2981701,gate_40,167,True,True,N
26767,2981959,gate_40,113,True,False,I
26770,2982616,gate_30,106,False,True,H
26773,2982934,gate_30,35,False,False,A
26776,2983295,gate_40,42,True,False,B
26777,2983417,gate_30,46,True,False,B
26788,2984108,gate_30,117,True,True,I
26789,2984237,gate_40,126,True,True,J
26795,2984663,gate_30,59,True,False,C
26809,2986239,gate_30,100,True,True,H
26813,2986547,gate_30,81,True,False,F
26814,2986596,gate_30,47,True,False,B
26821,2987899,gate_30,68,True,True,D
26823,2988111,gate_30,57,True,False,C
26825,2988300,gate_30,50,True,False,C
26827,2988742,gate_30,50,False,True,C
26830,2989386,gate_30,99,True,False,G
26831,2989544,gate_40,130,True,False,K
26832,2989821,gate_40,50,True,False,C
26835,2990085,gate_40,75,True,True,E
26836,2990191,gate_30,30,True,False,A
26849,2991918,gate_40,83,False,True,F
26850,2991933,gate_30,82,True,False,F
26851,2991987,gate_30,30,True,False,A
26852,2992010,gate_30,37,False,False,A
26853,2992069,gate_40,97,True,True,G
26856,2992637,gate_30,160,True,False,N
26859,2993053,gate_30,32,True,False,A
26871,2994176,gate_30,37,True,False,A
26872,2994355,gate_40,111,True,True,I
26874,2994433,gate_30,108,True,False,H
26881,2995178,gate_30,60,True,True,D
26882,2995213,gate_40,76,True,True,E
26883,2995433,gate_30,57,True,False,C
26885,2995963,gate_30,36,True,False,A
26887,2996035,gate_30,48,True,True,B
26890,2996289,gate_40,75,True,False,E
26891,2996347,gate_30,50,True,True,C
26893,2996830,gate_30,60,True,True,D
26894,2996905,gate_40,70,True,False,E
26896,2997165,gate_40,70,False,False,E
26900,2997480,gate_30,33,True,True,A
26901,2997714,gate_40,71,True,True,E
26904,2997853,gate_30,36,True,False,A
26907,2998330,gate_40,122,True,True,J
26908,2998452,gate_40,71,True,False,E
26910,2998544,gate_40,61,False,False,D
26915,2998959,gate_30,30,False,True,A
26922,2999881,gate_40,99,True,False,G
26932,3000954,gate_30,50,True,False,C
26944,3002207,gate_30,123,True,False,J
26947,3002849,gate_40,157,False,False,M
26956,3003708,gate_30,77,True,True,E
26957,3003779,gate_40,85,False,False,F
26960,3004251,gate_40,138,True,True,K
26964,3004834,gate_30,113,True,True,I
26965,3004987,gate_30,189,True,False,P
26969,3006057,gate_30,122,False,True,J
26970,3006234,gate_40,112,True,False,I
26975,3006597,gate_40,50,False,False,C
26977,3006666,gate_30,36,True,False,A
26979,3007160,gate_30,55,True,False,C
26984,3007700,gate_30,44,False,True,B
26986,3007885,gate_40,80,True,True,F
26990,3008109,gate_40,52,True,False,C
26997,3008781,gate_40,88,False,False,F
27002,3009117,gate_30,54,True,False,C
27005,3009407,gate_40,40,True,False,B
27010,3009865,gate_30,181,True,False,P
27012,3010001,gate_30,42,False,False,B
27025,3011660,gate_30,96,True,False,G
27026,3011721,gate_30,38,True,False,A
27027,3011925,gate_30,42,False,False,B
27028,3011943,gate_40,49,True,True,B
27031,3012046,gate_30,174,True,True,O
27034,3012208,gate_40,65,True,False,D
27037,3012514,gate_30,54,True,False,C
27040,3012747,gate_30,182,False,True,P
27041,3012801,gate_40,73,True,False,E
27043,3013067,gate_40,73,False,True,E
27048,3013502,gate_40,149,True,True,L
27053,3013822,gate_30,56,True,False,C
27060,3015235,gate_30,45,False,False,B
27061,3015283,gate_30,144,False,False,L
27066,3015596,gate_30,45,True,False,B
27069,3015906,gate_40,158,True,True,M
27078,3016781,gate_40,59,False,False,C
27083,3017267,gate_30,84,True,True,F
27086,3017390,gate_30,43,True,False,B
27088,3017448,gate_30,86,True,False,F
27092,3017813,gate_40,54,True,False,C
27095,3017900,gate_30,32,True,False,A
27096,3018213,gate_30,49,False,False,B
27099,3018470,gate_40,65,True,True,D
27104,3018996,gate_40,65,True,True,D
27111,3020371,gate_40,112,True,True,I
27115,3020737,gate_40,127,True,True,J
27121,3021730,gate_30,128,True,False,J
27122,3021958,gate_40,83,True,False,F
27125,3022227,gate_30,38,True,False,A
27127,3022494,gate_30,70,False,True,E
27129,3022559,gate_30,49,True,False,B
27134,3023342,gate_30,52,True,False,C
27136,3023438,gate_30,88,False,True,F
27138,3023548,gate_40,87,True,False,F
27145,3024405,gate_30,68,True,False,D
27147,3024481,gate_30,123,True,False,J
27148,3024681,gate_40,148,True,True,L
27151,3024878,gate_30,65,True,False,D
27152,3024938,gate_30,38,True,False,A
27166,3026303,gate_30,97,True,True,G
27167,3026578,gate_40,43,True,False,B
27173,3027194,gate_30,154,False,False,M
27178,3027593,gate_40,178,True,False,O
27181,3028380,gate_30,38,False,False,A
27187,3028822,gate_30,124,True,True,J
27188,3028826,gate_30,166,True,True,N
27193,3029355,gate_40,117,True,True,I
27199,3029910,gate_30,50,True,False,C
27200,3030111,gate_30,74,True,True,E
27202,3030371,gate_40,46,True,False,B
27204,3030399,gate_30,179,True,True,O
27206,3030541,gate_30,54,True,False,C
27210,3030696,gate_30,30,False,False,A
27211,3030774,gate_40,180,True,True,P
27212,3030775,gate_40,100,True,True,H
27213,3030919,gate_30,79,True,True,E
27215,3031444,gate_40,72,True,False,E
27223,3032253,gate_30,49,False,False,B
27224,3032363,gate_40,69,True,False,D
27225,3032389,gate_30,59,True,True,C
27229,3032611,gate_40,64,True,False,D
27233,3032660,gate_40,65,True,False,D
27238,3033286,gate_30,31,True,False,A
27244,3033815,gate_40,59,True,False,C
27248,3034391,gate_30,36,True,False,A
27257,3035332,gate_40,56,True,True,C
27258,3035570,gate_40,59,True,True,C
27260,3035661,gate_30,96,False,True,G
27261,3035917,gate_30,94,True,True,G
27266,3036920,gate_40,48,True,False,B
27274,3038418,gate_40,40,True,False,B
27278,3039059,gate_30,57,True,False,C
27280,3039180,gate_30,72,True,True,E
27284,3039416,gate_40,133,True,True,K
27286,3039925,gate_30,40,True,False,B
27298,3041657,gate_30,31,True,False,A
27299,3041666,gate_30,40,True,False,B
27304,3042251,gate_30,41,False,False,B
27305,3042272,gate_40,177,True,True,O
27307,3042306,gate_30,139,True,False,K
27310,3042697,gate_30,79,False,False,E
27316,3043215,gate_30,125,True,False,J
27317,3043377,gate_40,47,True,False,B
27318,3043506,gate_40,60,True,False,D
27322,3043699,gate_40,115,False,True,I
27328,3044179,gate_40,68,True,True,D
27335,3044812,gate_40,56,True,False,C
27337,3044986,gate_30,59,False,False,C
27341,3046071,gate_40,45,True,True,B
27348,3046453,gate_30,33,False,False,A
27351,3046756,gate_40,184,True,True,P
27356,3047286,gate_40,56,True,False,C
27365,3048227,gate_30,42,True,False,B
27375,3049411,gate_30,73,True,True,E
27377,3049507,gate_30,127,True,False,J
27379,3050058,gate_40,129,True,True,J
27380,3050299,gate_40,65,True,False,D
27381,3050420,gate_40,64,True,True,D
27386,3050922,gate_40,124,True,True,J
27388,3051153,gate_30,41,True,False,B
27391,3051450,gate_30,50,True,False,C
27394,3051590,gate_30,44,False,False,B
27400,3052013,gate_30,65,True,True,D
27405,3052782,gate_30,169,False,True,N
27413,3053838,gate_40,103,True,True,H
27415,3054312,gate_40,66,True,False,D
27417,3054530,gate_40,57,True,False,C
27419,3054680,gate_30,44,True,False,B
27421,3054705,gate_30,156,True,True,M
27423,3054864,gate_30,31,False,False,A
27432,3055594,gate_40,91,True,True,G
27436,3055681,gate_30,36,True,False,A
27437,3055710,gate_30,88,True,False,F
27440,3055985,gate_30,154,True,False,M
27447,3056732,gate_30,36,True,False,A
27453,3057290,gate_30,60,True,False,D
27457,3057635,gate_30,71,True,False,E
27465,3058175,gate_40,60,True,True,D
27466,3058371,gate_30,146,True,True,L
27467,3058565,gate_40,51,False,False,C
27469,3058665,gate_30,59,True,False,C
27472,3058930,gate_30,40,True,False,B
27473,3058932,gate_30,33,True,False,A
27474,3059361,gate_40,93,True,True,G
27476,3059508,gate_30,63,True,False,D
27483,3059896,gate_40,58,True,True,C
27487,3060664,gate_40,62,True,False,D
27493,3061409,gate_30,134,True,True,K
27498,3061629,gate_30,73,True,False,E
27499,3061817,gate_30,40,True,False,B
27504,3062311,gate_30,43,True,False,B
27505,3062440,gate_30,36,False,False,A
27507,3062888,gate_30,111,True,True,I
27508,3063108,gate_40,91,True,False,G
27513,3063872,gate_40,43,True,False,B
27517,3064238,gate_30,34,False,False,A
27523,3064754,gate_30,107,True,False,H
27525,3064848,gate_30,41,False,False,B
27527,3065142,gate_30,68,True,False,D
27531,3065707,gate_30,95,True,True,G
27542,3066326,gate_40,42,True,False,B
27547,3066628,gate_30,123,True,False,J
27548,3066778,gate_40,52,True,False,C
27558,3068184,gate_30,51,False,True,C
27559,3068216,gate_30,42,True,False,B
27563,3068935,gate_40,162,True,True,N
27568,3069602,gate_30,33,True,False,A
27571,3069879,gate_40,109,False,False,H
27576,3070357,gate_40,62,False,False,D
27583,3071194,gate_40,184,True,True,P
27591,3072168,gate_40,172,True,True,O
27592,3072789,gate_30,42,True,False,B
27593,3072961,gate_30,33,False,True,A
27595,3073062,gate_30,49,True,False,B
27599,3073440,gate_30,162,False,True,N
27601,3073592,gate_40,140,True,False,L
27602,3073593,gate_30,33,False,True,A
27612,3074561,gate_30,68,True,True,D
27613,3074588,gate_40,134,True,True,K
27614,3074734,gate_40,67,True,False,D
27617,3075327,gate_40,51,True,False,C
27626,3076215,gate_30,119,True,False,I
27629,3076627,gate_30,73,True,True,E
27630,3076737,gate_40,159,True,False,M
27633,3077044,gate_40,44,True,False,B
27635,3077246,gate_30,104,True,True,H
27637,3077357,gate_30,104,False,True,H
27640,3077755,gate_30,82,False,True,F
27643,3078405,gate_30,105,False,False,H
27645,3078701,gate_40,95,True,False,G
27648,3079058,gate_30,65,True,False,D
27653,3079325,gate_30,59,True,True,C
27661,3080318,gate_30,59,True,False,C
27663,3080368,gate_30,149,True,True,L
27664,3080597,gate_30,53,True,True,C
27678,3082380,gate_30,48,True,False,B
27680,3082718,gate_30,47,True,False,B
27688,3084442,gate_40,61,True,True,D
27694,3085219,gate_40,137,True,False,K
27699,3086418,gate_30,41,True,False,B
27702,3086639,gate_30,60,False,False,D
27704,3086685,gate_30,83,True,True,F
27705,3086762,gate_40,62,True,False,D
27707,3086863,gate_30,30,False,False,A
27711,3087062,gate_30,47,True,False,B
27716,3088641,gate_40,66,True,False,D
27723,3089386,gate_30,48,False,False,B
27724,3089701,gate_40,58,True,False,C
27725,3089720,gate_30,77,True,False,E
27728,3089824,gate_30,45,True,False,B
27729,3089864,gate_30,52,True,True,C
27734,3090324,gate_30,43,True,True,B
27737,3090537,gate_40,46,True,False,B
27739,3090687,gate_30,55,True,False,C
27748,3091037,gate_40,100,True,False,H
27759,3091901,gate_40,108,True,True,H
27764,3092525,gate_30,50,True,False,C
27765,3092593,gate_40,40,True,False,B
27768,3092851,gate_40,82,True,False,F
27774,3093108,gate_40,56,True,False,C
27775,3093204,gate_30,106,True,True,H
27780,3093931,gate_40,58,True,False,C
27800,3096129,gate_40,41,True,False,B
27801,3096409,gate_40,48,True,False,B
27806,3097123,gate_30,134,True,False,K
27810,3097639,gate_40,85,False,False,F
27812,3097732,gate_40,92,True,False,G
27819,3099058,gate_40,112,True,True,I
27823,3099369,gate_40,65,True,False,D
27826,3099661,gate_40,42,True,False,B
27831,3100133,gate_30,126,True,True,J
27833,3100354,gate_40,66,True,False,D
27834,3100604,gate_30,33,True,False,A
27842,3101899,gate_30,73,True,True,E
27847,3102447,gate_40,73,True,True,E
27851,3102975,gate_30,192,True,True,H
27852,3102998,gate_40,67,False,False,D
27862,3104167,gate_30,39,True,False,A
27864,3104588,gate_40,75,True,True,E
27882,3106698,gate_30,55,True,False,C
27886,3107144,gate_30,38,True,False,A
27896,3108454,gate_40,167,True,True,N
27897,3108642,gate_40,115,True,True,I
27901,3109459,gate_30,35,True,False,A
27903,3109581,gate_30,40,True,False,B
27909,3110040,gate_30,31,False,False,A
27912,3110708,gate_40,61,True,False,D
27913,3110784,gate_30,102,True,False,H
27914,3111075,gate_30,47,False,False,B
27915,3111166,gate_40,66,True,True,D
27918,3111316,gate_40,59,True,False,C
27921,3111941,gate_30,39,True,False,A
27923,3112114,gate_40,98,True,False,G
27925,3112562,gate_30,62,True,True,D
27927,3112681,gate_30,37,False,True,A
27929,3112776,gate_40,69,True,False,D
27941,3113630,gate_30,39,True,False,A
27944,3113709,gate_30,47,True,False,B
27948,3114152,gate_40,80,True,True,F
27951,3114255,gate_30,103,True,True,H
27952,3114330,gate_30,59,True,True,C
27963,3115154,gate_30,92,False,False,G
27971,3115832,gate_40,55,True,False,C
27974,3116403,gate_40,59,True,True,C
27976,3116602,gate_30,42,False,False,B
27981,3117054,gate_40,48,True,True,B
27982,3117132,gate_30,46,True,False,B
27990,3118230,gate_40,48,True,False,B
27992,3118628,gate_30,63,True,True,D
27996,3118968,gate_30,58,True,False,C
27999,3119197,gate_30,132,True,True,K
28003,3119579,gate_30,55,True,True,C
28006,3120623,gate_40,41,False,False,B
28015,3122580,gate_30,71,True,False,E
28016,3122599,gate_40,51,True,True,C
28017,3122604,gate_40,157,False,True,M
28018,3122959,gate_30,66,True,False,D
28019,3123270,gate_30,43,False,False,B
28025,3123758,gate_30,31,False,False,A
28026,3123816,gate_30,41,True,True,B
28029,3124293,gate_30,164,True,False,N
28031,3124337,gate_40,42,False,False,B
28037,3125407,gate_30,45,True,False,B
28038,3125471,gate_30,43,True,False,B
28040,3125717,gate_30,147,True,False,L
28041,3125722,gate_30,36,False,False,A
28045,3125776,gate_30,142,True,True,L
28053,3126583,gate_30,39,True,False,A
28059,3127126,gate_30,34,True,True,A
28060,3127175,gate_40,111,True,False,I
28064,3127731,gate_30,87,True,True,F
28072,3128196,gate_30,127,True,True,J
28073,3128384,gate_30,42,True,False,B
28078,3128889,gate_40,52,False,False,C
28080,3129200,gate_40,44,False,False,B
28083,3129267,gate_40,118,True,True,I
28085,3129317,gate_30,87,True,True,F
28091,3129623,gate_40,64,True,False,D
28095,3129883,gate_30,177,True,False,O
28104,3130927,gate_30,55,False,True,C
28107,3131258,gate_40,72,True,False,E
28109,3131872,gate_30,61,True,False,D
28110,3132010,gate_30,33,True,False,A
28112,3132033,gate_30,113,False,True,I
28114,3132265,gate_30,87,True,True,F
28121,3132758,gate_40,90,True,True,G
28127,3133275,gate_40,63,True,False,D
28129,3133425,gate_30,85,True,True,F
28132,3133737,gate_30,48,True,True,B
28137,3134522,gate_40,40,True,False,B
28138,3134770,gate_40,113,True,True,I
28139,3134812,gate_40,60,True,False,D
28144,3135338,gate_40,41,True,False,B
28145,3135685,gate_40,103,True,True,H
28150,3136129,gate_30,34,False,False,A
28152,3136245,gate_40,121,True,True,J
28156,3136870,gate_40,48,False,False,B
28157,3136900,gate_40,180,False,True,P
28162,3137057,gate_40,90,True,False,G
28170,3137772,gate_30,128,True,False,J
28178,3138513,gate_30,61,False,True,D
28181,3139134,gate_40,127,True,False,J
28184,3139301,gate_30,91,True,False,G
28186,3139671,gate_30,53,True,False,C
28190,3139868,gate_30,74,True,False,E
28194,3140547,gate_30,41,True,False,B
28197,3140958,gate_30,151,True,True,M
28201,3141626,gate_30,34,False,False,A
28206,3142349,gate_40,52,False,False,C
28213,3143436,gate_40,114,True,True,I
28220,3143925,gate_30,33,True,False,A
28229,3144406,gate_30,43,True,True,B
28231,3144479,gate_30,181,True,True,P
28235,3144746,gate_30,106,True,False,H
28236,3145018,gate_30,48,True,False,B
28239,3145259,gate_40,58,True,False,C
28240,3145382,gate_40,66,True,False,D
28243,3146016,gate_40,51,False,True,C
28245,3146681,gate_30,170,True,True,O
28246,3146704,gate_30,70,False,False,E
28247,3146714,gate_30,40,True,False,B
28248,3146916,gate_30,46,True,False,B
28253,3147676,gate_40,46,False,False,B
28257,3148001,gate_30,31,False,False,A
28269,3149046,gate_40,60,True,False,D
28271,3149092,gate_30,40,False,False,B
28275,3149809,gate_40,139,True,True,K
28280,3151356,gate_40,115,True,False,I
28281,3151445,gate_40,41,False,False,B
28283,3151651,gate_30,88,False,False,F
28284,3151714,gate_30,82,False,False,F
28289,3152596,gate_30,30,False,True,A
28290,3152840,gate_30,103,True,True,H
28292,3153353,gate_30,104,True,True,H
28293,3153361,gate_40,58,True,False,C
28294,3153522,gate_30,45,True,True,B
28295,3153712,gate_30,38,True,False,A
28297,3154004,gate_40,122,True,False,J
28300,3154395,gate_40,65,True,True,D
28303,3155163,gate_40,65,True,False,D
28310,3155939,gate_40,52,False,False,C
28312,3156326,gate_30,41,True,True,B
28313,3156413,gate_30,36,False,False,A
28315,3156479,gate_30,130,True,False,K
28321,3157310,gate_30,43,False,False,B
28324,3157534,gate_30,39,False,True,A
28328,3158148,gate_40,100,True,True,H
28331,3158553,gate_30,98,True,False,G
28334,3158807,gate_30,62,False,True,D
28335,3159025,gate_40,62,True,False,D
28339,3159509,gate_40,186,False,True,P
28346,3160180,gate_30,50,False,False,C
28354,3161235,gate_40,100,True,True,H
28363,3161755,gate_30,51,False,False,C
28368,3162238,gate_30,62,True,False,D
28371,3162635,gate_40,40,True,False,B
28375,3162828,gate_40,140,True,True,L
28378,3163258,gate_40,105,True,False,H
28379,3163285,gate_30,35,True,False,A
28384,3163767,gate_40,84,True,True,F
28386,3163954,gate_40,65,True,True,D
28387,3164019,gate_40,53,True,True,C
28391,3164467,gate_30,50,False,True,C
28393,3165062,gate_40,119,True,True,I
28394,3165177,gate_30,114,True,False,I
28396,3165512,gate_30,39,True,True,A
28399,3165715,gate_30,56,True,False,C
28402,3166112,gate_30,35,True,False,A
28406,3166517,gate_30,43,True,False,B
28407,3166674,gate_30,102,True,True,H
28415,3167462,gate_40,63,True,False,D
28416,3167540,gate_40,188,True,True,P
28418,3168042,gate_30,43,True,False,B
28424,3168603,gate_30,70,True,False,E
28429,3169241,gate_30,63,True,False,D
28437,3170051,gate_40,186,True,True,P
28438,3170441,gate_30,65,False,False,D
28445,3171042,gate_30,56,True,True,C
28448,3171477,gate_40,41,True,False,B
28449,3171545,gate_30,193,True,True,H
28451,3171714,gate_30,80,True,False,F
28453,3171938,gate_40,100,False,False,H
28460,3172973,gate_40,133,True,True,K
28461,3173024,gate_40,111,True,True,I
28464,3173200,gate_30,47,True,True,B
28465,3173357,gate_30,99,True,True,G
28467,3173731,gate_40,51,True,True,C
28470,3173869,gate_30,65,True,False,D
28472,3173927,gate_30,50,True,False,C
28473,3174125,gate_40,91,False,False,G
28474,3174238,gate_30,116,True,True,I
28475,3174598,gate_30,184,True,True,P
28476,3174742,gate_30,114,True,False,I
28483,3175082,gate_40,71,True,False,E
28485,3175089,gate_30,55,True,True,C
28486,3175107,gate_30,67,True,True,D
28491,3175440,gate_40,77,True,False,E
28493,3175505,gate_30,66,True,False,D
28494,3175529,gate_30,35,True,False,A
28501,3176641,gate_40,53,True,True,C
28509,3177289,gate_30,171,True,False,O
28512,3177793,gate_30,52,True,False,C
28514,3177839,gate_30,41,True,False,B
28517,3178500,gate_30,147,False,True,L
28519,3178884,gate_40,62,True,False,D
28530,3179639,gate_40,41,True,False,B
