,userid,version,sum_gamerounds,retention_1,retention_7
14695,1632503,gate_30,58,True,False
14698,1632893,gate_40,140,True,True
14702,1633369,gate_30,43,True,False
14703,1633421,gate_30,59,True,False
14704,1633663,gate_30,43,False,False
14706,1633711,gate_30,110,True,True
14709,1633975,gate_40,102,True,False
14712,1635002,gate_40,112,True,True
14717,1635618,gate_30,170,True,True
14718,1635662,gate_40,62,True,False
14720,1635895,gate_40,89,True,True
14726,1636330,gate_30,96,True,True
14732,1637008,gate_40,399,True,True
14736,1637231,gate_40,93,False,False
14737,1637277,gate_40,95,True,True
14741,1637624,gate_40,86,True,False
14747,1638049,gate_40,127,True,False
14748,1638167,gate_40,121,True,False
14754,1638615,gate_30,267,True,False
14758,1638846,gate_30,301,True,True
14760,1638979,gate_40,108,True,False
14763,1639409,gate_30,83,True,True
14764,1640012,gate_30,37,True,False
14765,1640066,gate_40,491,True,True
14767,1640181,gate_30,205,True,True
14779,1641306,gate_30,62,True,False
14791,1642246,gate_40,316,False,True
14793,1642563,gate_30,96,False,True
14801,1643906,gate_30,34,True,False
14803,1643964,gate_40,106,True,True
14804,1643998,gate_30,30,True,False
14805,1644199,gate_30,62,True,False
14807,1644372,gate_30,97,True,True
14813,1644813,gate_30,69,False,False
14814,1644847,gate_30,147,True,True
14816,1645084,gate_40,41,True,False
14824,1645825,gate_30,315,True,True
14825,1645890,gate_40,103,True,False
14826,1646105,gate_40,105,True,True
14827,1646146,gate_40,45,True,False
14832,1646638,gate_40,46,True,False
14834,1647172,gate_30,95,True,False
14836,1647379,gate_30,307,True,True
14837,1647566,gate_40,368,False,True
14838,1647765,gate_40,63,True,False
14839,1647835,gate_40,83,True,True
14840,1647908,gate_40,102,True,True
14841,1647916,gate_30,131,True,False
14842,1648366,gate_40,495,True,False
14844,1648553,gate_30,232,True,True
14846,1648619,gate_30,33,True,False
14854,1649782,gate_40,40,True,True
14856,1649857,gate_40,41,True,False
14857,1650003,gate_40,52,True,False
14860,1650124,gate_30,46,True,False
14863,1650455,gate_40,51,True,True
14867,1650630,gate_40,205,True,True
14868,1650635,gate_30,166,True,False
14870,1650873,gate_30,77,True,False
14872,1650940,gate_40,56,True,True
14878,1651661,gate_40,41,True,False
14880,1651696,gate_40,84,True,True
14883,1652596,gate_40,63,False,False
14885,1652996,gate_40,65,True,True
14890,1653889,gate_40,84,True,True
14892,1654255,gate_30,55,True,False
14898,1654555,gate_40,293,True,True
14899,1654651,gate_40,144,False,True
14901,1654714,gate_40,126,True,False
14903,1654773,gate_40,115,True,True
14908,1655335,gate_40,230,True,False
14909,1655531,gate_40,52,True,False
14919,1656194,gate_30,36,False,False
14921,1656308,gate_30,46,True,False
14929,1657614,gate_30,150,True,True
14930,1657635,gate_30,126,True,True
14936,1658317,gate_40,104,False,True
14937,1658408,gate_30,32,False,False
14940,1659226,gate_40,153,True,False
14941,1659254,gate_30,68,False,False
14942,1659255,gate_30,53,True,False
14944,1659456,gate_40,128,True,False
14947,1659614,gate_40,77,True,False
14949,1659898,gate_40,54,True,False
14950,1659970,gate_30,33,True,True
14951,1660078,gate_30,59,True,False
14953,1660178,gate_30,46,True,True
14955,1660346,gate_40,253,False,True
14957,1660531,gate_30,36,True,False
14958,1660539,gate_30,359,True,False
14961,1660759,gate_30,274,True,True
14964,1660931,gate_40,151,True,True
14967,1661674,gate_30,37,False,False
14969,1661720,gate_40,91,True,False
14973,1661950,gate_40,399,True,True
14974,1661970,gate_30,58,True,False
14979,1662461,gate_40,331,True,False
14984,1662982,gate_40,40,False,False
14985,1663037,gate_30,95,True,True
14989,1663233,gate_40,225,True,True
14990,1663243,gate_30,140,True,True
14991,1663272,gate_40,251,True,False
14999,1664025,gate_30,36,True,False
15008,1664652,gate_30,32,True,False
15012,1664779,gate_30,41,True,False
15013,1664788,gate_30,95,True,True
15021,1665810,gate_40,65,False,False
15025,1665966,gate_40,41,True,True
15026,1665969,gate_30,33,True,False
15031,1666449,gate_40,95,False,True
15033,1666599,gate_30,33,True,False
15036,1667375,gate_30,43,True,False
15038,1667447,gate_30,36,False,False
15041,1667734,gate_30,70,True,False
15042,1667871,gate_40,42,False,False
15048,1668259,gate_30,33,True,False
15050,1668546,gate_30,34,False,True
15054,1668701,gate_30,311,False,True
15055,1668814,gate_30,32,True,False
15057,1669042,gate_40,412,True,True
15058,1669199,gate_40,45,False,True
15060,1669509,gate_30,68,False,False
15063,1669747,gate_30,465,True,True
15064,1669888,gate_30,114,True,False
15067,1670311,gate_30,36,False,False
15068,1670415,gate_40,291,True,True
15069,1670545,gate_30,98,True,False
15070,1670638,gate_30,101,True,True
15072,1671177,gate_30,37,True,False
15076,1671328,gate_30,36,True,False
15077,1671405,gate_40,41,True,False
15079,1671525,gate_30,488,True,True
15080,1671587,gate_30,35,True,False
15082,1671746,gate_30,69,True,False
15085,1672017,gate_30,43,False,False
15086,1672088,gate_30,162,False,True
15087,1672148,gate_30,43,True,False
15089,1672354,gate_40,94,True,True
15093,1672796,gate_30,63,True,True
15096,1673727,gate_30,112,True,False
15097,1674058,gate_40,98,False,False
15098,1674295,gate_30,372,True,True
15099,1674318,gate_40,46,False,False
15100,1674460,gate_30,237,True,True
15102,1675026,gate_30,36,True,True
15107,1675580,gate_30,64,True,False
15109,1675845,gate_40,90,True,False
15111,1675954,gate_40,73,False,True
15112,1676080,gate_30,62,False,False
15113,1676158,gate_30,96,True,True
15114,1676330,gate_40,58,True,False
15117,1676579,gate_40,55,True,False
15119,1676774,gate_30,188,False,True
15122,1677148,gate_40,72,True,True
15124,1677248,gate_40,64,True,True
15127,1677612,gate_40,49,True,True
15129,1677674,gate_30,115,True,False
15134,1677992,gate_40,59,False,False
15142,1679014,gate_30,38,True,False
15143,1679158,gate_40,110,False,False
15155,1680399,gate_40,291,True,True
15156,1680491,gate_40,160,True,True
15157,1681200,gate_40,51,True,True
15162,1681358,gate_30,195,True,True
15163,1681476,gate_40,164,True,True
15164,1681664,gate_40,358,True,True
15175,1682806,gate_30,53,True,False
15176,1682864,gate_30,67,True,True
15178,1683235,gate_30,63,False,True
15180,1683433,gate_40,170,True,True
15184,1683768,gate_30,67,True,False
15186,1684227,gate_30,43,True,False
15188,1684528,gate_30,32,True,False
15189,1684645,gate_40,488,True,False
15191,1685233,gate_40,197,True,True
15192,1685241,gate_40,82,True,True
15193,1685263,gate_40,155,True,True
15197,1685701,gate_30,79,False,True
15200,1685942,gate_30,34,False,False
15206,1686608,gate_30,31,False,False
15207,1686632,gate_40,78,False,False
15208,1686744,gate_40,140,True,True
15211,1687198,gate_40,226,True,True
15215,1688199,gate_30,57,False,False
15217,1689012,gate_40,93,True,False
15219,1689419,gate_40,186,True,True
15220,1689509,gate_30,30,True,True
15221,1689532,gate_30,246,True,True
15225,1689643,gate_30,59,True,True
15228,1689809,gate_30,159,True,True
15229,1689905,gate_40,140,True,False
15232,1690117,gate_30,73,True,False
15244,1690898,gate_40,190,True,True
15245,1691181,gate_40,168,True,False
15246,1691313,gate_30,59,False,False
15249,1691648,gate_30,43,True,False
15255,1692147,gate_40,154,True,True
15258,1692790,gate_30,168,True,True
15259,1692802,gate_30,34,False,True
15265,1694317,gate_30,38,True,False
15269,1694686,gate_30,45,True,False
15270,1694821,gate_30,32,True,False
15275,1695463,gate_30,52,True,False
15277,1696105,gate_30,380,True,False
15280,1696301,gate_40,233,True,True
15283,1696445,gate_40,92,False,True
15284,1696785,gate_40,59,True,False
15285,1696797,gate_30,56,True,False
15287,1696963,gate_40,194,True,True
15290,1697532,gate_30,574,True,True
15291,1697718,gate_40,54,False,True
15295,1698475,gate_40,82,False,False
15302,1698871,gate_30,602,True,True
15308,1699858,gate_40,45,True,False
15317,1701210,gate_30,221,True,True
15324,1701861,gate_30,696,True,True
15325,1701871,gate_30,82,True,True
15326,1701977,gate_40,175,True,True
15327,1702016,gate_30,215,True,True
15329,1702198,gate_30,46,False,False
15334,1702656,gate_40,124,True,False
15335,1702706,gate_30,109,True,True
15336,1702757,gate_30,175,True,True
15342,1703442,gate_40,57,True,True
15346,1703711,gate_40,53,True,False
15348,1704458,gate_30,92,True,True
15349,1704504,gate_40,49,False,False
15351,1704623,gate_40,72,True,False
15362,1705496,gate_40,114,True,True
15365,1705672,gate_40,42,False,False
15366,1705777,gate_30,121,True,False
15369,1705861,gate_30,82,True,True
15372,1705981,gate_30,84,True,False
15373,1706010,gate_40,45,True,False
15374,1706454,gate_30,94,True,False
15380,1706973,gate_40,45,True,False
15387,1707568,gate_30,255,True,False
15388,1707809,gate_40,73,True,False
15393,1708234,gate_30,89,True,False
15394,1708586,gate_30,153,False,True
15396,1709020,gate_30,38,True,False
15397,1709090,gate_30,87,True,True
15398,1709771,gate_30,114,True,True
15404,1710329,gate_40,503,True,True
15406,1710368,gate_40,303,True,False
15408,1710924,gate_30,84,True,True
15411,1711453,gate_30,87,False,True
15413,1711502,gate_30,49,True,False
15415,1711558,gate_40,158,True,True
15418,1711794,gate_40,111,True,True
15420,1712300,gate_40,56,True,False
15427,1712810,gate_40,52,True,False
15430,1712960,gate_40,69,True,False
15435,1713340,gate_30,93,False,False
15437,1713362,gate_30,77,False,False
15440,1713640,gate_40,397,True,True
15441,1713735,gate_40,164,True,False
15442,1713846,gate_30,125,True,True
15446,1714385,gate_30,41,True,True
15447,1714548,gate_40,40,False,False
15448,1714578,gate_30,51,True,True
15449,1714626,gate_40,419,False,True
15450,1714732,gate_30,38,True,True
15452,1714824,gate_40,50,False,False
15455,1715093,gate_40,317,False,True
15456,1715177,gate_30,57,False,True
15458,1715430,gate_30,102,False,False
15463,1715747,gate_30,64,True,False
15469,1716168,gate_40,66,True,False
15472,1716375,gate_40,88,True,False
15473,1716555,gate_40,73,True,False
15477,1716941,gate_40,57,True,False
15481,1717643,gate_30,42,False,True
15489,1719206,gate_30,173,True,True
15491,1719799,gate_40,130,True,False
15497,1720329,gate_40,50,False,False
15499,1720477,gate_40,79,True,False
15500,1720484,gate_30,34,False,False
15505,1721188,gate_40,104,True,True
15506,1721229,gate_30,34,False,False
15507,1721458,gate_30,30,True,False
15508,1721669,gate_30,145,True,False
15510,1722093,gate_30,143,True,True
15512,1722456,gate_40,102,True,False
15516,1723614,gate_30,33,False,False
15518,1723813,gate_30,48,False,False
15520,1723902,gate_40,133,True,True
15521,1723996,gate_40,262,True,True
15528,1724696,gate_30,35,False,False
15531,1725040,gate_30,71,False,True
15536,1725224,gate_30,51,True,False
15538,1725651,gate_40,89,True,True
15543,1726054,gate_30,73,False,False
15544,1726087,gate_40,56,False,False
15545,1726108,gate_40,116,True,True
15552,1726878,gate_40,210,True,False
15557,1727406,gate_30,31,True,True
15564,1727816,gate_30,381,True,True
15566,1728040,gate_30,97,True,True
15568,1728385,gate_40,60,True,True
15573,1729195,gate_40,47,False,False
15574,1729420,gate_40,62,True,False
15575,1729905,gate_30,46,True,False
15576,1730030,gate_30,48,False,True
15579,1730451,gate_30,186,True,True
15581,1730644,gate_30,39,False,False
15586,1731164,gate_30,35,True,False
15589,1731224,gate_40,103,True,True
15590,1731249,gate_30,426,True,True
15595,1732012,gate_40,45,True,False
15600,1732370,gate_30,493,True,True
15604,1733064,gate_30,92,False,True
15608,1733871,gate_40,579,True,True
15612,1734241,gate_30,181,True,True
15614,1734683,gate_30,251,True,True
15615,1734830,gate_40,130,True,False
15619,1735524,gate_30,35,True,False
15621,1735699,gate_40,40,True,False
15625,1735966,gate_40,169,True,True
15628,1736278,gate_30,158,True,False
15629,1736363,gate_30,590,True,True
15630,1736402,gate_40,41,True,False
15635,1737173,gate_30,265,True,True
15638,1737428,gate_40,57,True,False
15640,1737639,gate_40,68,True,False
15642,1737754,gate_30,47,True,False
15643,1737898,gate_40,54,True,False
15647,1738186,gate_30,63,True,True
15648,1738200,gate_40,196,True,False
15652,1738295,gate_30,339,True,True
15657,1738893,gate_30,47,True,False
15659,1738973,gate_30,61,False,True
15661,1739099,gate_30,30,False,False
15663,1739327,gate_40,149,True,True
15664,1739397,gate_30,44,True,False
15665,1739787,gate_30,213,True,True
15666,1740145,gate_40,66,True,False
15674,1740651,gate_30,161,True,True
15675,1740824,gate_30,36,False,False
15676,1741037,gate_30,76,False,False
15679,1741637,gate_40,155,True,True
15680,1741720,gate_30,52,False,False
15681,1741986,gate_30,101,True,True
15685,1742174,gate_30,110,False,False
15686,1742252,gate_30,37,True,False
15688,1742442,gate_30,119,True,True
15689,1742527,gate_30,35,True,False
15691,1742617,gate_30,39,True,True
15694,1742652,gate_40,56,True,False
15695,1742746,gate_30,77,True,False
15696,1742859,gate_40,140,True,False
15700,1743146,gate_30,39,True,False
15701,1743522,gate_30,107,True,True
15706,1743914,gate_40,126,True,True
15709,1744210,gate_30,60,False,False
15710,1744280,gate_40,141,True,False
15711,1744376,gate_30,77,True,False
15719,1745531,gate_30,85,True,False
15725,1746205,gate_40,358,True,True
15727,1746522,gate_40,395,True,True
15728,1746650,gate_40,66,False,True
15729,1746704,gate_40,106,True,False
15732,1747184,gate_40,100,True,False
15733,1747299,gate_30,152,False,True
15741,1748113,gate_40,93,False,False
15742,1748118,gate_40,134,True,False
15743,1748172,gate_40,336,True,False
15745,1748901,gate_40,126,True,True
15749,1749204,gate_30,128,True,True
15752,1749700,gate_30,57,True,True
15753,1749904,gate_40,199,True,True
15755,1749993,gate_40,262,False,True
15756,1750284,gate_40,43,False,False
15757,1750302,gate_40,218,True,False
15758,1750429,gate_30,141,True,True
15765,1750943,gate_30,98,True,False
15770,1751648,gate_40,425,True,True
15772,1751934,gate_30,46,False,True
15773,1752082,gate_30,163,True,True
15774,1752204,gate_40,816,True,True
15775,1752286,gate_30,205,True,False
15776,1752332,gate_30,52,True,False
15779,1752456,gate_40,53,True,True
15780,1752521,gate_30,51,True,True
15781,1752609,gate_40,112,True,True
15783,1752630,gate_40,62,True,True
15786,1752912,gate_40,157,True,False
15800,1754600,gate_30,54,True,False
15801,1754613,gate_30,100,True,True
15807,1755847,gate_40,430,True,True
15814,1756691,gate_30,168,True,True
15815,1756725,gate_30,55,True,False
15816,1757001,gate_30,98,True,False
15819,1757400,gate_40,70,True,False
15823,1757744,gate_30,155,True,True
15824,1757748,gate_30,30,False,False
15825,1757769,gate_30,30,False,False
15827,1757889,gate_30,348,True,True
15831,1758193,gate_40,93,True,False
15832,1758328,gate_30,288,True,True
15835,1758435,gate_40,46,True,False
15838,1758592,gate_30,51,True,False
15841,1758805,gate_40,75,True,False
15849,1759304,gate_30,31,False,True
15854,1759656,gate_30,35,True,False
15858,1759928,gate_30,840,True,True
15860,1760043,gate_30,95,True,False
15862,1760265,gate_30,120,True,True
15868,1760761,gate_30,64,True,True
15871,1761109,gate_40,40,True,False
15873,1761749,gate_40,50,False,True
15878,1762313,gate_30,68,True,True
15879,1762408,gate_30,118,True,True
15883,1762890,gate_40,63,True,False
15890,1763459,gate_30,55,True,True
15892,1763625,gate_30,34,True,False
15893,1763807,gate_30,197,True,True
15895,1764059,gate_40,49,True,True
15897,1764542,gate_40,69,True,False
15898,1764695,gate_30,35,True,False
15900,1764920,gate_40,159,False,True
15902,1765329,gate_30,100,False,True
15906,1765582,gate_40,60,True,False
15907,1765630,gate_40,72,True,False
15908,1765643,gate_30,92,True,True
15914,1766183,gate_40,50,False,False
15916,1766277,gate_40,80,True,False
15919,1766636,gate_30,94,True,False
15924,1767365,gate_40,123,True,False
15925,1767736,gate_30,152,True,True
15930,1769069,gate_40,79,True,False
15933,1769524,gate_40,43,False,False
15935,1769667,gate_30,161,True,False
15938,1769854,gate_30,157,True,True
15941,1770014,gate_30,33,True,False
15943,1770038,gate_30,54,True,False
15944,1770090,gate_30,76,True,True
15947,1770252,gate_30,135,True,False
15949,1770569,gate_40,257,True,True
15954,1770771,gate_30,377,True,True
15958,1771175,gate_30,130,True,False
15963,1771445,gate_30,238,True,False
15964,1771450,gate_30,69,False,False
15965,1771452,gate_40,124,True,False
15966,1771832,gate_30,55,True,True
15967,1771907,gate_30,642,True,True
15973,1773004,gate_40,149,True,True
15974,1773024,gate_40,625,True,True
15976,1773278,gate_30,38,True,False
15977,1773303,gate_30,236,True,True
15978,1773436,gate_30,66,True,True
15979,1773527,gate_30,32,True,False
15981,1774158,gate_30,384,True,True
15985,1774253,gate_40,61,True,False
15990,1774994,gate_30,47,True,False
15993,1775387,gate_40,68,True,False
15994,1775501,gate_30,55,True,False
15996,1775700,gate_40,79,True,False
15997,1775925,gate_30,158,True,False
16002,1776463,gate_30,32,True,True
16004,1777050,gate_30,30,True,False
16006,1777378,gate_40,129,True,True
16008,1777561,gate_40,53,True,False
16010,1777957,gate_30,96,True,True
16014,1778228,gate_40,189,False,True
16018,1778837,gate_40,193,True,True
16024,1779523,gate_30,305,True,True
16025,1779565,gate_30,61,True,False
16032,1780216,gate_40,127,True,True
16033,1780229,gate_40,102,True,True
16038,1780882,gate_40,206,True,True
16039,1780926,gate_30,188,True,True
16043,1781861,gate_40,71,True,False
16045,1781985,gate_30,420,True,True
16046,1782009,gate_40,61,True,False
16052,1782403,gate_40,93,True,True
16053,1782459,gate_30,125,True,False
16055,1782800,gate_40,42,False,False
16061,1783546,gate_30,147,False,True
16063,1783851,gate_30,97,False,False
16064,1783855,gate_30,33,False,False
16065,1783958,gate_40,61,True,True
16067,1784088,gate_40,268,True,True
16073,1785101,gate_40,43,True,False
16075,1785172,gate_30,36,True,False
16080,1785706,gate_30,321,True,False
16081,1785707,gate_30,91,True,False
16084,1785913,gate_30,30,False,False
16089,1786376,gate_40,66,True,False
16091,1786568,gate_40,704,True,True
16094,1786762,gate_30,55,True,False
16095,1786853,gate_40,118,False,False
16099,1787789,gate_30,43,False,False
16100,1787858,gate_40,74,True,True
16102,1788409,gate_30,74,True,False
16105,1788599,gate_30,58,True,True
16108,1788800,gate_40,56,True,False
16111,1789199,gate_40,83,True,False
16118,1790406,gate_40,264,True,True
16120,1790780,gate_40,72,True,True
16121,1790795,gate_40,45,True,False
16125,1791135,gate_30,43,False,True
16126,1791339,gate_30,43,True,False
16127,1791452,gate_40,53,False,False
16128,1791525,gate_30,52,True,False
16129,1792025,gate_40,52,False,False
16130,1792115,gate_40,61,True,True
16131,1792186,gate_40,42,True,True
16134,1792568,gate_40,345,False,True
16138,1792878,gate_40,212,True,False
16140,1792901,gate_30,181,True,False
16148,1794032,gate_40,96,False,True
16150,1794185,gate_40,318,True,True
16151,1794321,gate_40,84,True,False
16154,1794749,gate_30,40,False,False
16155,1794835,gate_30,150,True,True
16163,1796052,gate_30,32,True,False
16164,1796345,gate_30,47,False,False
16165,1796470,gate_40,116,True,False
16167,1796562,gate_40,159,True,True
16170,1796839,gate_30,86,True,True
16171,1797040,gate_40,71,True,True
16173,1797192,gate_30,217,True,True
16174,1797299,gate_30,68,True,True
16178,1798168,gate_30,50,False,True
16181,1798383,gate_30,41,True,True
16182,1798452,gate_30,227,True,True
16184,1798612,gate_40,106,False,False
16185,1798643,gate_30,169,True,True
16187,1798812,gate_30,167,True,True
16190,1799119,gate_30,33,True,False
16192,1799161,gate_40,105,True,False
16200,1800092,gate_40,50,False,False
16204,1800424,gate_40,46,True,False
16205,1800492,gate_30,150,True,True
16215,1802390,gate_40,41,False,False
16216,1802604,gate_30,40,False,False
16221,1802931,gate_30,59,True,False
16223,1803108,gate_30,275,True,True
16225,1803721,gate_30,44,False,False
16226,1803805,gate_30,37,True,False
16227,1803930,gate_40,158,True,False
16229,1804253,gate_40,470,True,True
16236,1805216,gate_40,98,True,False
16237,1805491,gate_40,61,False,False
16239,1805681,gate_30,75,True,False
16241,1805914,gate_30,136,True,True
16244,1806232,gate_30,125,True,True
16245,1806388,gate_40,103,False,False
16247,1806756,gate_40,288,False,False
16248,1806843,gate_40,150,True,False
16255,1807359,gate_30,103,True,False
16258,1807546,gate_40,44,True,False
16263,1808514,gate_30,65,True,False
16265,1808728,gate_40,176,True,True
16267,1809123,gate_30,86,True,True
16274,1809345,gate_40,144,True,False
16276,1809693,gate_30,172,False,True
16284,1810443,gate_30,57,False,True
16291,1811529,gate_30,65,True,False
16294,1812785,gate_40,179,True,False
16297,1813336,gate_30,33,False,False
16300,1813404,gate_40,101,True,True
16301,1813538,gate_40,85,True,True
16302,1813539,gate_30,31,False,False
16303,1813584,gate_30,31,False,True
16305,1813649,gate_30,115,True,False
16307,1813711,gate_30,50,False,True
16310,1814069,gate_30,32,True,False
16319,1814870,gate_40,252,True,True
16321,1815250,gate_30,51,True,False
16325,1816263,gate_30,145,False,True
16327,1816610,gate_30,135,True,True
16329,1816821,gate_30,46,True,True
16331,1816982,gate_30,265,True,False
16332,1817132,gate_30,35,False,True
16333,1817710,gate_30,1308,True,True
16334,1817900,gate_30,54,False,False
16336,1818235,gate_40,126,True,False
16340,1818739,gate_40,89,True,True
16345,1819166,gate_30,269,True,True
16347,1819437,gate_40,239,True,True
16349,1819760,gate_30,33,True,False
16350,1819818,gate_30,113,True,False
16351,1819880,gate_40,364,True,True
16355,1820280,gate_30,128,True,False
16362,1820954,gate_30,47,True,True
16365,1821079,gate_30,36,True,False
16367,1821487,gate_40,97,True,False
16368,1821600,gate_40,58,False,True
16369,1821670,gate_30,38,True,False
16380,1823276,gate_40,111,True,True
16381,1823311,gate_30,154,True,True
16382,1823356,gate_30,38,True,False
16391,1824483,gate_30,226,True,True
16392,1824650,gate_30,35,True,False
16400,1825090,gate_30,32,True,False
16401,1825126,gate_30,49,True,False
16404,1825503,gate_30,127,True,True
16405,1825549,gate_30,204,True,True
16410,1825923,gate_40,66,False,True
16412,1826080,gate_40,116,False,False
16413,1826158,gate_30,105,True,True
16414,1826159,gate_40,120,False,True
16417,1826533,gate_40,42,False,False
16419,1826929,gate_40,198,True,True
16420,1827030,gate_40,82,True,False
16421,1827173,gate_30,380,False,True
16422,1827309,gate_40,55,True,True
16423,1827401,gate_30,42,True,False
16426,1827537,gate_30,158,True,False
16431,1828002,gate_40,233,True,True
16432,1828877,gate_40,180,True,True
16435,1829062,gate_40,69,True,False
16441,1830389,gate_40,148,True,False
16442,1830494,gate_30,587,True,True
16443,1830727,gate_30,42,False,False
16446,1831176,gate_30,43,True,False
16449,1831545,gate_40,66,False,True
16452,1831909,gate_30,188,True,True
16453,1832092,gate_40,103,True,True
16456,1832402,gate_40,63,True,True
16461,1833325,gate_40,151,True,True
16464,1833586,gate_40,95,True,False
16466,1833675,gate_30,62,True,False
16471,1833998,gate_40,43,False,True
16473,1834170,gate_30,43,True,False
16483,1834812,gate_30,102,True,False
16484,1834911,gate_40,134,True,True
16490,1836030,gate_30,171,True,True
16501,1837832,gate_30,35,True,False
16502,1837875,gate_40,125,True,True
16503,1837983,gate_30,71,True,False
16504,1838141,gate_30,75,True,False
16507,1838330,gate_30,202,True,True
16509,1838358,gate_40,88,True,True
16511,1838469,gate_30,131,True,False
16519,1839299,gate_30,60,False,True
16521,1839412,gate_30,64,True,True
16522,1839430,gate_30,76,True,False
16524,1839561,gate_40,80,True,True
16527,1839792,gate_30,54,True,True
16529,1840093,gate_30,237,True,True
16535,1840748,gate_40,134,False,True
16536,1840774,gate_30,41,True,False
16538,1841017,gate_40,81,False,False
16539,1841206,gate_30,47,True,False
16541,1841233,gate_30,46,True,False
16542,1841362,gate_40,198,True,True
16546,1842234,gate_40,166,True,False
16547,1842265,gate_30,48,True,False
16548,1842273,gate_30,54,False,True
16555,1842823,gate_40,40,False,False
16559,1843453,gate_40,44,True,False
16562,1843996,gate_30,100,True,False
16563,1844278,gate_30,86,True,False
16566,1844549,gate_40,86,True,True
16568,1844827,gate_40,73,True,True
16571,1845094,gate_40,41,True,True
16572,1845363,gate_40,86,True,False
16573,1845599,gate_40,45,True,False
16575,1845659,gate_30,111,True,False
16576,1845708,gate_40,281,True,True
16579,1845940,gate_30,31,True,False
16581,1846063,gate_30,49,False,False
16582,1846131,gate_30,135,True,True
16588,1846601,gate_40,93,True,False
16590,1846725,gate_40,160,False,True
16594,1847116,gate_40,60,False,False
16598,1847609,gate_30,345,True,True
16599,1847744,gate_30,56,False,False
16600,1847895,gate_30,42,True,False
16602,1847917,gate_30,74,True,False
16605,1848216,gate_30,95,True,False
16608,1848347,gate_40,60,True,False
16611,1848962,gate_40,49,True,True
16613,1849078,gate_40,192,True,True
16615,1849280,gate_30,110,True,False
16617,1849641,gate_30,92,True,False
16621,1850400,gate_30,41,True,False
16623,1850477,gate_30,58,True,False
16624,1850487,gate_30,78,True,False
16630,1851372,gate_30,183,True,False
16632,1851426,gate_40,43,False,False
16633,1851507,gate_30,75,True,True
16634,1851544,gate_40,90,False,False
16638,1851835,gate_30,64,True,True
16639,1852323,gate_30,373,False,False
16642,1852656,gate_40,222,True,True
16643,1852734,gate_30,93,True,True
16647,1853273,gate_40,268,True,True
16649,1853483,gate_30,69,True,True
16652,1853842,gate_30,83,True,True
16656,1854354,gate_30,48,True,False
16657,1854384,gate_40,55,True,False
16659,1854772,gate_30,66,True,True
16666,1855162,gate_40,86,True,False
16667,1855417,gate_30,34,True,True
16668,1855496,gate_40,51,False,False
16671,1856157,gate_40,1025,True,True
16672,1856319,gate_30,183,True,False
16680,1857230,gate_30,32,False,False
16683,1857473,gate_30,91,True,True
16688,1857845,gate_30,89,True,True
16689,1857877,gate_30,41,True,False
16691,1857921,gate_30,32,False,False
16697,1858518,gate_30,41,True,False
16698,1858606,gate_40,167,True,False
16700,1859033,gate_30,60,True,False
16703,1859238,gate_30,88,True,False
16705,1859343,gate_40,281,True,True
16706,1859379,gate_30,59,False,True
16708,1859421,gate_30,152,True,True
16709,1859547,gate_40,281,True,True
16711,1859633,gate_30,34,False,False
16714,1859851,gate_40,66,True,False
16716,1859965,gate_40,118,True,True
16717,1860251,gate_30,193,True,False
16719,1860394,gate_40,236,True,False
16725,1861010,gate_30,116,True,True
16727,1861615,gate_30,58,True,False
16730,1862072,gate_40,96,False,False
16733,1862498,gate_30,157,True,True
16735,1862624,gate_40,317,True,False
16741,1862914,gate_40,68,True,False
16743,1863201,gate_30,38,True,False
16746,1863709,gate_40,120,True,False
16748,1864111,gate_30,217,True,False
16750,1864311,gate_40,61,True,False
16758,1865058,gate_30,81,True,False
16760,1865240,gate_40,160,True,False
16762,1865640,gate_30,187,True,False
16763,1865989,gate_30,103,True,False
16769,1866744,gate_40,59,True,False
16770,1866825,gate_40,67,False,True
16774,1867456,gate_30,222,True,False
16780,1868068,gate_40,47,True,False
16786,1869105,gate_40,68,True,True
16793,1869996,gate_40,60,True,False
16794,1870191,gate_40,64,True,True
16795,1870199,gate_40,73,True,False
16796,1870204,gate_30,36,True,False
16799,1870284,gate_40,151,True,True
16803,1870509,gate_30,263,True,True
16809,1871182,gate_30,213,False,True
16811,1871416,gate_30,55,False,True
16814,1871969,gate_40,275,True,True
16817,1872646,gate_30,46,True,True
16824,1873420,gate_40,88,True,True
16827,1874166,gate_30,31,True,False
16829,1874687,gate_30,64,False,True
16830,1874757,gate_30,41,True,False
16831,1874760,gate_30,204,True,True
16832,1874982,gate_30,34,True,False
16835,1875348,gate_40,87,True,False
16842,1876214,gate_40,57,True,False
16844,1876335,gate_30,110,True,False
16848,1876877,gate_40,323,True,True
16850,1876952,gate_40,62,False,False
16852,1877043,gate_30,175,True,True
16853,1877398,gate_40,54,True,True
16855,1877817,gate_30,39,True,True
16856,1877835,gate_30,34,False,False
16858,1877976,gate_30,103,True,True
16859,1877996,gate_40,71,True,False
16862,1878155,gate_30,245,False,True
16866,1878641,gate_30,31,True,False
16868,1878782,gate_30,70,True,False
16872,1879274,gate_40,40,False,False
16878,1879776,gate_30,120,True,False
16882,1879986,gate_30,229,True,True
16885,1880086,gate_30,32,True,False
16886,1880098,gate_30,60,False,False
16887,1880669,gate_40,108,False,False
16891,1881344,gate_30,154,True,False
16893,1881437,gate_30,72,True,False
